Class ID,class,order,family,genus,species,image count
800,Insecta,Lepidoptera,Erebidae,Zale,minerea,840
801,Insecta,Lepidoptera,Erebidae,Zanclognatha,laevigata,861
802,Insecta,Lepidoptera,Erebidae,Zanclognatha,pedipilalis,598
803,Insecta,Mantodea,Eremiaphilidae,Iris,oratoria,1542
804,Insecta,Coleoptera,Erotylidae,Cypherotylus,californicus,992
805,Insecta,Coleoptera,Erotylidae,Megalodacne,heros,760
806,Insecta,Odonata,Euphaeidae,Euphaea,decorata,252
807,Insecta,Odonata,Euphaeidae,Euphaea,formosa,733
808,Insecta,Lepidoptera,Euteliidae,Marathyssa,inficita,696
809,Insecta,Lepidoptera,Euteliidae,Paectes,abrostoloides,479
810,Insecta,Lepidoptera,Euteliidae,Paectes,oculatrix,385
811,Insecta,Hymenoptera,Evaniidae,Evania,appendigaster,1579
812,Insecta,Hemiptera,Flatidae,Flatormenis,proxima,2697
813,Insecta,Hemiptera,Flatidae,Metcalfa,pruinosa,7107
814,Insecta,Hemiptera,Flatidae,Ormenoides,venusta,1220
815,Insecta,Hemiptera,Flatidae,Siphanta,acuta,1224
816,Insecta,Dermaptera,Forficulidae,Forficula,auricularia,7894
817,Insecta,Hymenoptera,Formicidae,Anoplolepis,gracilipes,1009
818,Insecta,Hymenoptera,Formicidae,Atta,mexicana,1661
819,Insecta,Hymenoptera,Formicidae,Atta,texana,2883
820,Insecta,Hymenoptera,Formicidae,Atta,cephalotes,521
821,Insecta,Hymenoptera,Formicidae,Camponotus,sericeiventris,1480
822,Insecta,Hymenoptera,Formicidae,Camponotus,fulvopilosus,750
823,Insecta,Hymenoptera,Formicidae,Camponotus,floridanus,2031
824,Insecta,Hymenoptera,Formicidae,Camponotus,novaeboracensis,827
825,Insecta,Hymenoptera,Formicidae,Camponotus,modoc,845
826,Insecta,Hymenoptera,Formicidae,Camponotus,niveosetosus,764
827,Insecta,Hymenoptera,Formicidae,Camponotus,castaneus,2846
828,Insecta,Hymenoptera,Formicidae,Camponotus,planatus,999
829,Insecta,Hymenoptera,Formicidae,Camponotus,pennsylvanicus,7764
830,Insecta,Hymenoptera,Formicidae,Crematogaster,scutellaris,1324
831,Insecta,Hymenoptera,Formicidae,Crematogaster,peringueyi,1096
832,Insecta,Hymenoptera,Formicidae,Formica,obscuripes,983
833,Insecta,Hymenoptera,Formicidae,Formica,rufa,784
834,Insecta,Hymenoptera,Formicidae,Iridomyrmex,purpureus,1296
835,Insecta,Hymenoptera,Formicidae,Linepithema,humile,5068
836,Insecta,Hymenoptera,Formicidae,Liometopum,occidentale,1392
837,Insecta,Hymenoptera,Formicidae,Myrmecia,pilosula,1002
838,Insecta,Hymenoptera,Formicidae,Neoponera,villosa,847
839,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,3836
840,Insecta,Hymenoptera,Formicidae,Paraponera,clavata,978
841,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,2025
842,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,californicus,936
843,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,rugosus,1844
844,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,barbatus,2540
845,Insecta,Hymenoptera,Formicidae,Prenolepis,imparis,4947
846,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,gracilis,2430
847,Insecta,Hymenoptera,Formicidae,Solenopsis,invicta,6602
848,Insecta,Hymenoptera,Formicidae,Tapinoma,sessile,2284
849,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,2056
850,Insecta,Hymenoptera,Formicidae,Veromessor,pergandei,2012
851,Insecta,Hemiptera,Fulgoridae,Lycorma,delicatula,8635
852,Insecta,Hemiptera,Fulgoridae,Pyrops,candelaria,615
853,Insecta,Hemiptera,Gelastocoridae,Gelastocoris,oculatus,1164
854,Insecta,Lepidoptera,Gelechiidae,Chionodes,mediofuscella,540
855,Insecta,Lepidoptera,Gelechiidae,Dichomeris,flavocostella,468
856,Insecta,Lepidoptera,Gelechiidae,Stegasta,bosqueella,512
857,Insecta,Lepidoptera,Geometridae,Abraxas,sylvata,590
858,Insecta,Lepidoptera,Geometridae,Alcis,repandata,995
859,Insecta,Lepidoptera,Geometridae,Alsophila,pometaria,943
860,Insecta,Lepidoptera,Geometridae,Anavitrinella,pampinaria,1997
861,Insecta,Lepidoptera,Geometridae,Anticlea,vasiliata,827
862,Insecta,Lepidoptera,Geometridae,Aplocera,plagiata,526
863,Insecta,Lepidoptera,Geometridae,Arhodia,lasiocamparia,636
864,Insecta,Lepidoptera,Geometridae,Besma,quercivoraria,725
865,Insecta,Lepidoptera,Geometridae,Biston,betularia,2337
866,Insecta,Lepidoptera,Geometridae,Cabera,pusaria,797
867,Insecta,Lepidoptera,Geometridae,Cabera,erythemaria,357
868,Insecta,Lepidoptera,Geometridae,Campaea,perlata,4994
869,Insecta,Lepidoptera,Geometridae,Campaea,margaritaria,1483
870,Insecta,Lepidoptera,Geometridae,Camptogramma,bilineata,3828
871,Insecta,Lepidoptera,Geometridae,Caripeta,divisata,810
872,Insecta,Lepidoptera,Geometridae,Caripeta,piniata,425
873,Insecta,Lepidoptera,Geometridae,Chiasmia,clathrata,3053
874,Insecta,Lepidoptera,Geometridae,Chiasmia,emersaria,369
875,Insecta,Lepidoptera,Geometridae,Chloraspilates,bicoloraria,482
876,Insecta,Lepidoptera,Geometridae,Chlorochlamys,chloroleucaria,2951
877,Insecta,Lepidoptera,Geometridae,Chloroclysta,siterata,779
878,Insecta,Lepidoptera,Geometridae,Chloroclystis,filata,1059
879,Insecta,Lepidoptera,Geometridae,Chloroclystis,inductata,644
880,Insecta,Lepidoptera,Geometridae,Cingilia,catenaria,436
881,Insecta,Lepidoptera,Geometridae,Circopetes,obtusata,409
882,Insecta,Lepidoptera,Geometridae,Cladara,limitaria,720
883,Insecta,Lepidoptera,Geometridae,Cladara,atroliturata,383
884,Insecta,Lepidoptera,Geometridae,Colostygia,pectinataria,795
885,Insecta,Lepidoptera,Geometridae,Colotois,pennaria,863
886,Insecta,Lepidoptera,Geometridae,Comostola,laesaria,585
887,Insecta,Lepidoptera,Geometridae,Coryphista,meadii,787
888,Insecta,Lepidoptera,Geometridae,Costaconvexa,centrostrigaria,4030
889,Insecta,Lepidoptera,Geometridae,Crocallis,elinguaria,758
890,Insecta,Lepidoptera,Geometridae,Crypsiphona,ocultaria,1156
891,Insecta,Lepidoptera,Geometridae,Cyclophora,packardi,694
892,Insecta,Lepidoptera,Geometridae,Cyclophora,pendulinaria,1187
893,Insecta,Lepidoptera,Geometridae,Cyclophora,nanaria,1360
894,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,316
895,Insecta,Lepidoptera,Geometridae,Declana,floccosa,688
896,Insecta,Lepidoptera,Geometridae,Dichorda,iridaria,484
897,Insecta,Lepidoptera,Geometridae,Didymoctenia,exsuperata,434
898,Insecta,Lepidoptera,Geometridae,Digrammia,ocellinata,540
899,Insecta,Lepidoptera,Geometridae,Digrammia,continuata,662
900,Insecta,Lepidoptera,Geometridae,Digrammia,gnophosaria,582
901,Insecta,Lepidoptera,Geometridae,Digrammia,atrofasciata,320
902,Insecta,Lepidoptera,Geometridae,Disclisioprocta,stellata,1166
903,Insecta,Lepidoptera,Geometridae,Dysphania,militaris,698
904,Insecta,Lepidoptera,Geometridae,Dyspteris,abortivaria,1181
905,Insecta,Lepidoptera,Geometridae,Dysstroma,truncata,1247
906,Insecta,Lepidoptera,Geometridae,Dysstroma,hersiliata,281
907,Insecta,Lepidoptera,Geometridae,Dysstroma,citrata,660
908,Insecta,Lepidoptera,Geometridae,Ecliptopera,silaceata,1016
909,Insecta,Lepidoptera,Geometridae,Ectropis,crepuscularia,3316
910,Insecta,Lepidoptera,Geometridae,Ematurga,atomaria,3176
911,Insecta,Lepidoptera,Geometridae,Ennomos,magnaria,2008
912,Insecta,Lepidoptera,Geometridae,Ennomos,subsignaria,840
913,Insecta,Lepidoptera,Geometridae,Epidesmia,tryxaria,751
914,Insecta,Lepidoptera,Geometridae,Epimecis,hortaria,3030
915,Insecta,Lepidoptera,Geometridae,Epirrhoe,alternata,3151
916,Insecta,Lepidoptera,Geometridae,Epirrita,autumnata,727
917,Insecta,Lepidoptera,Geometridae,Epyaxa,rosearia,601
918,Insecta,Lepidoptera,Geometridae,Erannis,defoliaria,1676
919,Insecta,Lepidoptera,Geometridae,Eubaphe,mendica,957
920,Insecta,Lepidoptera,Geometridae,Euchlaena,amoenaria,456
921,Insecta,Lepidoptera,Geometridae,Euchlaena,serrata,325
922,Insecta,Lepidoptera,Geometridae,Eulithis,explanata,543
923,Insecta,Lepidoptera,Geometridae,Euphyia,intermediata,730
924,Insecta,Lepidoptera,Geometridae,Eupithecia,miserulata,1082
925,Insecta,Lepidoptera,Geometridae,Eusarca,confusaria,2172
926,Insecta,Lepidoptera,Geometridae,Eutrapela,clemataria,3255
927,Insecta,Lepidoptera,Geometridae,Fernaldella,fimetaria,341
928,Insecta,Lepidoptera,Geometridae,Gastrina,cristaria,527
929,Insecta,Lepidoptera,Geometridae,Geometra,papilionaria,776
930,Insecta,Lepidoptera,Geometridae,Glena,quinquelinearia,407
931,Insecta,Lepidoptera,Geometridae,Glenoides,texanaria,1666
932,Insecta,Lepidoptera,Geometridae,Gymnoscelis,rufifasciata,1959
933,Insecta,Lepidoptera,Geometridae,Haematopis,grataria,3632
934,Insecta,Lepidoptera,Geometridae,Heliomata,cycladata,768
935,Insecta,Lepidoptera,Geometridae,Hemithea,aestivaria,694
936,Insecta,Lepidoptera,Geometridae,Heterophleps,triguttaria,794
937,Insecta,Lepidoptera,Geometridae,Hethemia,pistasciaria,404
938,Insecta,Lepidoptera,Geometridae,Horisme,intestinata,830
939,Insecta,Lepidoptera,Geometridae,Hypagyrtis,unipunctata,965
940,Insecta,Lepidoptera,Geometridae,Hypomecis,punctinalis,870
941,Insecta,Lepidoptera,Geometridae,Hyposidra,talaca,698
942,Insecta,Lepidoptera,Geometridae,Idaea,dimidiata,3045
943,Insecta,Lepidoptera,Geometridae,Idaea,degeneraria,735
944,Insecta,Lepidoptera,Geometridae,Idaea,aversata,2844
945,Insecta,Lepidoptera,Geometridae,Idaea,tacturata,518
946,Insecta,Lepidoptera,Geometridae,Idaea,rusticata,1148
947,Insecta,Lepidoptera,Geometridae,Idaea,demissaria,506
948,Insecta,Lepidoptera,Geometridae,Idaea,biselata,658
949,Insecta,Lepidoptera,Geometridae,Idaea,seriata,1985
950,Insecta,Lepidoptera,Geometridae,Idiodes,apicata,513
951,Insecta,Lepidoptera,Geometridae,Ilexia,intractata,1056
952,Insecta,Lepidoptera,Geometridae,Iridopsis,defectaria,2549
953,Insecta,Lepidoptera,Geometridae,Iridopsis,larvaria,1264
954,Insecta,Lepidoptera,Geometridae,Isturgia,dislocaria,770
955,Insecta,Lepidoptera,Geometridae,Lambdina,fiscellaria,2750
956,Insecta,Lepidoptera,Geometridae,Leptostales,pannaria,1139
957,Insecta,Lepidoptera,Geometridae,Ligdia,adustata,691
958,Insecta,Lepidoptera,Geometridae,Lobocleta,ossularia,1238
959,Insecta,Lepidoptera,Geometridae,Lobophora,nivigerata,692
960,Insecta,Lepidoptera,Geometridae,Lomaspilis,marginata,1333
961,Insecta,Lepidoptera,Geometridae,Lomographa,glomeraria,682
962,Insecta,Lepidoptera,Geometridae,Lomographa,vestaliata,970
963,Insecta,Lepidoptera,Geometridae,Lytrosis,unitaria,490
964,Insecta,Lepidoptera,Geometridae,Macaria,aemulataria,679
965,Insecta,Lepidoptera,Geometridae,Macaria,bisignata,397
966,Insecta,Lepidoptera,Geometridae,Macaria,liturata,537
967,Insecta,Lepidoptera,Geometridae,Macaria,alternata,510
968,Insecta,Lepidoptera,Geometridae,Macaria,pustularia,3519
969,Insecta,Lepidoptera,Geometridae,Melanchroia,chephise,1755
970,Insecta,Lepidoptera,Geometridae,Melanodes,anthracitaria,556
971,Insecta,Lepidoptera,Geometridae,Melanolophia,canadaria,544
972,Insecta,Lepidoptera,Geometridae,Melanolophia,imitata,303
973,Insecta,Lepidoptera,Geometridae,Mellilla,xanthometata,912
974,Insecta,Lepidoptera,Geometridae,Mesoleuca,ruficillata,442
975,Insecta,Lepidoptera,Geometridae,Metanema,inatomaria,976
976,Insecta,Lepidoptera,Geometridae,Milionia,zonea,531
977,Insecta,Lepidoptera,Geometridae,Nematocampa,resistaria,2729
978,Insecta,Lepidoptera,Geometridae,Nemoria,mimosaria,467
979,Insecta,Lepidoptera,Geometridae,Nemoria,lixaria,829
980,Insecta,Lepidoptera,Geometridae,Nemoria,bistriaria,1116
981,Insecta,Lepidoptera,Geometridae,Neoalcis,californiaria,622
982,Insecta,Lepidoptera,Geometridae,Nepytia,canosaria,1313
983,Insecta,Lepidoptera,Geometridae,Obeidia,tigrata,130
984,Insecta,Lepidoptera,Geometridae,Odezia,atrata,984
985,Insecta,Lepidoptera,Geometridae,Operophtera,bruceata,1168
986,Insecta,Lepidoptera,Geometridae,Operophtera,brumata,1170
987,Insecta,Lepidoptera,Geometridae,Opisthograptis,luteolata,1964
988,Insecta,Lepidoptera,Geometridae,Orthonama,obstipata,2801
989,Insecta,Lepidoptera,Geometridae,Ourapteryx,sambucaria,587
990,Insecta,Lepidoptera,Geometridae,Paleacrita,vernata,610
991,Insecta,Lepidoptera,Geometridae,Pasiphila,rectangulata,1324
992,Insecta,Lepidoptera,Geometridae,Patalene,olyzonaria,2034
993,Insecta,Lepidoptera,Geometridae,Peribatodes,rhomboidaria,3756
994,Insecta,Lepidoptera,Geometridae,Perizoma,alchemillata,562
995,Insecta,Lepidoptera,Geometridae,Phaeoura,quernaria,886
996,Insecta,Lepidoptera,Geometridae,Phigalia,strigataria,827
997,Insecta,Lepidoptera,Geometridae,Phigalia,titea,1012
998,Insecta,Lepidoptera,Geometridae,Pholodes,sinistraria,591
999,Insecta,Lepidoptera,Geometridae,Phrissogonus,laticostata,1537
1000,Insecta,Lepidoptera,Geometridae,Plagodis,pulveraria,344
1001,Insecta,Lepidoptera,Geometridae,Plagodis,phlogosaria,804
1002,Insecta,Lepidoptera,Geometridae,Plagodis,alcoolaria,506
1003,Insecta,Lepidoptera,Geometridae,Plagodis,serinaria,547
1004,Insecta,Lepidoptera,Geometridae,Pleuroprucha,insulsaria,3589
1005,Insecta,Lepidoptera,Geometridae,Prasinocyma,semicrocea,437
1006,Insecta,Lepidoptera,Geometridae,Probole,amicaria,1151
1007,Insecta,Lepidoptera,Geometridae,Prochoerodes,lineola,4269
1008,Insecta,Lepidoptera,Geometridae,Protoboarmia,porcelaria,1783
1009,Insecta,Lepidoptera,Geometridae,Psamatodes,abydata,1473
1010,Insecta,Lepidoptera,Geometridae,Pseudocoremia,suavis,668
1011,Insecta,Lepidoptera,Geometridae,Pseudopanthera,macularia,1281
1012,Insecta,Lepidoptera,Geometridae,Rhodometra,sacraria,1744
1013,Insecta,Lepidoptera,Geometridae,Sabulodes,aegrotata,1164
1014,Insecta,Lepidoptera,Geometridae,Scopula,immorata,800
1015,Insecta,Lepidoptera,Geometridae,Scopula,limboundata,4731
1016,Insecta,Lepidoptera,Geometridae,Scopula,rubraria,1541
1017,Insecta,Lepidoptera,Geometridae,Scotopteryx,chenopodiata,1649
1018,Insecta,Lepidoptera,Geometridae,Sicya,macularia,592
1019,Insecta,Lepidoptera,Geometridae,Sigilliclystis,insigillata,395
1020,Insecta,Lepidoptera,Geometridae,Siona,lineata,1349
1021,Insecta,Lepidoptera,Geometridae,Synchlora,frondaria,1744
1022,Insecta,Lepidoptera,Geometridae,Synchlora,aerata,1789
1023,Insecta,Lepidoptera,Geometridae,Tetracis,cachexiata,1261
1024,Insecta,Lepidoptera,Geometridae,Tetracis,crocallata,1049
1025,Insecta,Lepidoptera,Geometridae,Timandra,comae,1954
1026,Insecta,Lepidoptera,Geometridae,Timandra,amaturaria,457
1027,Insecta,Lepidoptera,Geometridae,Traminda,aventiaria,747
1028,Insecta,Lepidoptera,Geometridae,Trichodezia,albovittata,1681
1029,Insecta,Lepidoptera,Geometridae,Triphosa,haesitata,892
1030,Insecta,Lepidoptera,Geometridae,Xanthorhoe,fluctuata,1776
1031,Insecta,Lepidoptera,Geometridae,Xanthorhoe,lacustrata,560
1032,Insecta,Lepidoptera,Geometridae,Xanthorhoe,montanata,975
1033,Insecta,Lepidoptera,Geometridae,Xanthorhoe,ferrugata,1235
1034,Insecta,Coleoptera,Geotrupidae,Anoplotrupes,stercorosus,7498
1035,Insecta,Coleoptera,Geotrupidae,Trypocopris,vernalis,1032
1036,Insecta,Hemiptera,Gerridae,Aquarius,remigis,3155
1037,Insecta,Odonata,Gomphidae,Aphylla,angustifolia,680
1038,Insecta,Odonata,Gomphidae,Arigomphus,submedianus,1037
1039,Insecta,Odonata,Gomphidae,Arigomphus,furcifer,530
1040,Insecta,Odonata,Gomphidae,Arigomphus,villosipes,1289
1041,Insecta,Odonata,Gomphidae,Dromogomphus,spinosus,2568
1042,Insecta,Odonata,Gomphidae,Dromogomphus,spoliatus,1360
1043,Insecta,Odonata,Gomphidae,Erpetogomphus,designatus,1416
1044,Insecta,Odonata,Gomphidae,Gomphurus,externus,932
1045,Insecta,Odonata,Gomphidae,Gomphurus,fraternus,806
1046,Insecta,Odonata,Gomphidae,Gomphurus,vastus,1291
1047,Insecta,Odonata,Gomphidae,Gomphus,vulgatissimus,1274
1048,Insecta,Odonata,Gomphidae,Hagenius,brevistylus,2572
1049,Insecta,Odonata,Gomphidae,Ictinogomphus,rapax,637
1050,Insecta,Odonata,Gomphidae,Onychogomphus,forcipatus,1677
1051,Insecta,Odonata,Gomphidae,Phanogomphus,spicatus,1160
1052,Insecta,Odonata,Gomphidae,Phanogomphus,exilis,2713
1053,Insecta,Odonata,Gomphidae,Phanogomphus,militaris,1231
1054,Insecta,Odonata,Gomphidae,Phanogomphus,lividus,999
1055,Insecta,Odonata,Gomphidae,Phyllogomphoides,stigmatus,649
1056,Insecta,Odonata,Gomphidae,Phyllogomphoides,albrighti,521
1057,Insecta,Odonata,Gomphidae,Progomphus,obscurus,788
1058,Insecta,Odonata,Gomphidae,Stylogomphus,albistylus,508
1059,Insecta,Odonata,Gomphidae,Stylurus,plagiatus,998
1060,Insecta,Lepidoptera,Gracillariidae,Cameraria,ohridella,1159
1061,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,populiella,1340
1062,Insecta,Orthoptera,Gryllidae,Gryllodes,sigillatus,2229
1063,Insecta,Orthoptera,Gryllidae,Gryllus,pennsylvanicus,1934
1064,Insecta,Orthoptera,Gryllidae,Gryllus,bimaculatus,836
1065,Insecta,Orthoptera,Gryllidae,Gryllus,campestris,2111
1066,Insecta,Orthoptera,Gryllidae,Hapithus,saltator,852
1067,Insecta,Orthoptera,Gryllidae,Hapithus,agitator,744
1068,Insecta,Orthoptera,Gryllidae,Neoxabea,bipunctata,1882
1069,Insecta,Orthoptera,Gryllidae,Nisitrus,vittatus,38
1070,Insecta,Orthoptera,Gryllidae,Oecanthus,niveus,1191
1071,Insecta,Orthoptera,Gryllidae,Oecanthus,nigricornis,564
1072,Insecta,Orthoptera,Gryllidae,Teleogryllus,commodus,393
1073,Insecta,Orthoptera,Gryllidae,Velarifictorus,micado,593
1074,Insecta,Hymenoptera,Halictidae,Agapostemon,splendens,2133
1075,Insecta,Hymenoptera,Halictidae,Agapostemon,virescens,4483
1076,Insecta,Hymenoptera,Halictidae,Augochlora,pura,3996
1077,Insecta,Hymenoptera,Halictidae,Augochloropsis,metallica,836
1078,Insecta,Hymenoptera,Halictidae,Halictus,tripartitus,2120
1079,Insecta,Hymenoptera,Halictidae,Halictus,ligatus,10762
1080,Insecta,Hymenoptera,Halictidae,Halictus,scabiosae,1968
1081,Insecta,Hymenoptera,Halictidae,Halictus,poeyi,1251
1082,Insecta,Hymenoptera,Halictidae,Halictus,rubicundus,2116
1083,Insecta,Neuroptera,Hemerobiidae,Micromus,tasmaniae,775
1084,Insecta,Lepidoptera,Hepialidae,Aenetus,virescens,746
1085,Insecta,Lepidoptera,Hepialidae,Korscheltellus,lupulina,1108
1086,Insecta,Lepidoptera,Hepialidae,Triodia,sylvina,3094
1087,Insecta,Lepidoptera,Hesperiidae,Achalarus,lyciades,200
1088,Insecta,Lepidoptera,Hesperiidae,Achlyodes,pallida,604
1089,Insecta,Lepidoptera,Hesperiidae,Amblyscirtes,celia,670
1090,Insecta,Lepidoptera,Hesperiidae,Ampittia,dioscorides,501
1091,Insecta,Lepidoptera,Hesperiidae,Anatrytone,logan,1964
1092,Insecta,Lepidoptera,Hesperiidae,Ancyloxypha,numitor,5000
1093,Insecta,Lepidoptera,Hesperiidae,Antigonus,erosus,611
1094,Insecta,Lepidoptera,Hesperiidae,Asbolis,capucinus,1017
1095,Insecta,Lepidoptera,Hesperiidae,Astraptes,fulgerator,516
1096,Insecta,Lepidoptera,Hesperiidae,Atalopedes,campestris,12551
1097,Insecta,Lepidoptera,Hesperiidae,Autochton,cellus,221
1098,Insecta,Lepidoptera,Hesperiidae,Borbo,cinnara,792
1099,Insecta,Lepidoptera,Hesperiidae,Burnsius,orcus,829
1100,Insecta,Lepidoptera,Hesperiidae,Burnsius,communis,4488
1101,Insecta,Lepidoptera,Hesperiidae,Burnsius,albescens,1208
1102,Insecta,Lepidoptera,Hesperiidae,Burnsius,philetas,436
1103,Insecta,Lepidoptera,Hesperiidae,Burnsius,oileus,3068
1104,Insecta,Lepidoptera,Hesperiidae,Calpodes,ethlius,1433
1105,Insecta,Lepidoptera,Hesperiidae,Carcharodus,alceae,1460
1106,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,palaemon,1038
1107,Insecta,Lepidoptera,Hesperiidae,Chioides,albofasciatus,1600
1108,Insecta,Lepidoptera,Hesperiidae,Chiomara,georgina,386
1109,Insecta,Lepidoptera,Hesperiidae,Copaeodes,minima,1442
1110,Insecta,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,857
1111,Insecta,Lepidoptera,Hesperiidae,Daimio,tethys,298
1112,Insecta,Lepidoptera,Hesperiidae,Eantis,tamenund,1124
1113,Insecta,Lepidoptera,Hesperiidae,Epargyreus,clarus,23408
1114,Insecta,Lepidoptera,Hesperiidae,Erynnis,baptisiae,3316
1115,Insecta,Lepidoptera,Hesperiidae,Erynnis,juvenalis,2381
1116,Insecta,Lepidoptera,Hesperiidae,Erynnis,brizo,472
1117,Insecta,Lepidoptera,Hesperiidae,Erynnis,icelus,941
1118,Insecta,Lepidoptera,Hesperiidae,Erynnis,propertius,732
1119,Insecta,Lepidoptera,Hesperiidae,Erynnis,tages,1479
1120,Insecta,Lepidoptera,Hesperiidae,Erynnis,funeralis,2851
1121,Insecta,Lepidoptera,Hesperiidae,Erynnis,horatius,5979
1122,Insecta,Lepidoptera,Hesperiidae,Erynnis,tristis,1470
1123,Insecta,Lepidoptera,Hesperiidae,Euphyes,vestris,5060
1124,Insecta,Lepidoptera,Hesperiidae,Euphyes,dion,454
1125,Insecta,Lepidoptera,Hesperiidae,Heliopetes,ericetorum,878
1126,Insecta,Lepidoptera,Hesperiidae,Heliopetes,laviana,958
1127,Insecta,Lepidoptera,Hesperiidae,Hesperia,colorado,347
1128,Insecta,Lepidoptera,Hesperiidae,Hesperia,comma,1117
1129,Insecta,Lepidoptera,Hesperiidae,Hesperia,leonardus,394
1130,Insecta,Lepidoptera,Hesperiidae,Hylephila,phyleus,27914
1131,Insecta,Lepidoptera,Hesperiidae,Iambrix,salsala,1264
1132,Insecta,Lepidoptera,Hesperiidae,Lerema,accius,6680
1133,Insecta,Lepidoptera,Hesperiidae,Lerodea,eufala,2772
1134,Insecta,Lepidoptera,Hesperiidae,Lon,zabulon,9434
1135,Insecta,Lepidoptera,Hesperiidae,Lon,taxiles,450
1136,Insecta,Lepidoptera,Hesperiidae,Lon,hobomok,3947
1137,Insecta,Lepidoptera,Hesperiidae,Lon,melane,3964
1138,Insecta,Lepidoptera,Hesperiidae,Notocrypta,paralysos,488
1139,Insecta,Lepidoptera,Hesperiidae,Notocrypta,curvifascia,424
1140,Insecta,Lepidoptera,Hesperiidae,Ochlodes,agricola,727
1141,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanoides,4393
1142,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,8417
1143,Insecta,Lepidoptera,Hesperiidae,Ocybadistes,walkeri,1262
1144,Insecta,Lepidoptera,Hesperiidae,Oligoria,maculata,428
1145,Insecta,Lepidoptera,Hesperiidae,Panoquina,ocola,2924
1146,Insecta,Lepidoptera,Hesperiidae,Pelopidas,mathias,492
1147,Insecta,Lepidoptera,Hesperiidae,Phocides,polybius,144
1148,Insecta,Lepidoptera,Hesperiidae,Pholisora,catullus,1631
1149,Insecta,Lepidoptera,Hesperiidae,Poanes,viator,1072
1150,Insecta,Lepidoptera,Hesperiidae,Polites,peckius,8095
1151,Insecta,Lepidoptera,Hesperiidae,Polites,themistocles,2245
1152,Insecta,Lepidoptera,Hesperiidae,Polites,vibex,1578
1153,Insecta,Lepidoptera,Hesperiidae,Polites,mystic,1305
1154,Insecta,Lepidoptera,Hesperiidae,Polites,sabuleti,476
1155,Insecta,Lepidoptera,Hesperiidae,Pompeius,verna,1694
1156,Insecta,Lepidoptera,Hesperiidae,Potanthus,omaha,517
1157,Insecta,Lepidoptera,Hesperiidae,Pyrgus,malvoides,603
1158,Insecta,Lepidoptera,Hesperiidae,Pyrgus,malvae,1154
1159,Insecta,Lepidoptera,Hesperiidae,Suastus,gremius,1260
1160,Insecta,Lepidoptera,Hesperiidae,Thorybes,bathyllus,488
1161,Insecta,Lepidoptera,Hesperiidae,Thorybes,pylades,2373
1162,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,5760
1163,Insecta,Lepidoptera,Hesperiidae,Thymelicus,sylvestris,2098
1164,Insecta,Lepidoptera,Hesperiidae,Udaspes,folus,942
1165,Insecta,Lepidoptera,Hesperiidae,Urbanus,procne,240
1166,Insecta,Lepidoptera,Hesperiidae,Urbanus,proteus,6278
1167,Insecta,Lepidoptera,Hesperiidae,Urbanus,dorantes,240
1168,Insecta,Lepidoptera,Hesperiidae,Wallengrenia,otho,1415
1169,Insecta,Lepidoptera,Hesperiidae,Wallengrenia,egeremet,1204
1170,Insecta,Hymenoptera,Ichneumonidae,Enicospilus,purgatus,663
1171,Insecta,Hymenoptera,Ichneumonidae,Megarhyssa,macrurus,1338
1172,Insecta,Hymenoptera,Ichneumonidae,Megarhyssa,atrata,1087
1173,Insecta,Lepidoptera,Lacturidae,Lactura,subfervens,700
1174,Insecta,Coleoptera,Lampyridae,Ellychnia,corrusca,5375
1175,Insecta,Coleoptera,Lampyridae,Lampyris,noctiluca,1389
1176,Insecta,Coleoptera,Lampyridae,Lucidota,atra,1462
1177,Insecta,Coleoptera,Lampyridae,Photinus,pyralis,3248
1178,Insecta,Hemiptera,Largidae,Largus,californicus,664
1179,Insecta,Hemiptera,Largidae,Largus,succinctus,595
1180,Insecta,Hemiptera,Largidae,Stenomacra,marginella,607
1181,Insecta,Lepidoptera,Lasiocampidae,Artace,cribrarius,746
1182,Insecta,Lepidoptera,Lasiocampidae,Euthrix,potatoria,2721
1183,Insecta,Lepidoptera,Lasiocampidae,Lasiocampa,quercus,3200
1184,Insecta,Lepidoptera,Lasiocampidae,Macrothylacia,rubi,4810
1185,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,californica,1416
1186,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,americana,8066
1187,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,disstria,7117
1188,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,neustria,918
1189,Insecta,Lepidoptera,Lasiocampidae,Phyllodesma,americana,2466
